,gene_of_interest,len_target_list,target_list,len_ensg_target_list,ensg_target_list,target_std_name_to_ensg_map
361,ENSG00000273544,2,"['SNORA22', 'SNORA34']",4,"['ENSG00000206634', 'ENSG00000206603', 'ENSG00000199571', 'ENSG00000221491']","{'SNORA22': ['ENSG00000206634', 'ENSG00000206603', 'ENSG00000199571'], 'SNORA34': ['ENSG00000221491']}"
362,ENSG00000273587,3,"['SNORA47', 'SNORD28', 'SNORD66']",3,"['ENSG00000238961', 'ENSG00000274544', 'ENSG00000212158']","{'SNORA47': ['ENSG00000238961'], 'SNORD28': ['ENSG00000274544'], 'SNORD66': ['ENSG00000212158']}"
363,ENSG00000273835,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
364,ENSG00000274091,0,[],0,[],{}
365,ENSG00000274266,11,"['RNU1-4', 'RNU5F-1', 'MEG3', 'SNHG3', 'RNU105C', 'SNORA73B', 'SNORA74A', 'SNORD25', 'SNORD7', 'SCARNA17', 'SNHG1']",15,"['ENSG00000207389', 'ENSG00000199377', 'ENSG00000214548', 'ENSG00000242125', 'ENSG00000199212', 'ENSG00000200087', 'ENSG00000199977', 'ENSG00000201816', 'ENSG00000201348', 'ENSG00000200959', 'ENSG00000275043', 'ENSG00000207297', 'ENSG00000251992', 'ENSG00000252139', 'ENSG00000255717']","{'RNU1-4': ['ENSG00000207389'], 'RNU5F-1': ['ENSG00000199377'], 'MEG3': ['ENSG00000214548'], 'SNHG3': ['ENSG00000242125'], 'RNU105C': ['ENSG00000199212'], 'SNORA73B': ['ENSG00000200087', 'ENSG00000199977', 'ENSG00000201816', 'ENSG00000201348'], 'SNORA74A': ['ENSG00000200959'], 'SNORD25': ['ENSG00000275043'], 'SNORD7': ['ENSG00000207297'], 'SCARNA17': ['ENSG00000251992', 'ENSG00000252139'], 'SNHG1': ['ENSG00000255717']}"
366,ENSG00000274309,1,['U4atac.1-19'],0,[],{'U4atac-1': []}
367,ENSG00000274544,6,"['SNORA47', 'SNORA78', 'SNORD41', 'SNORD44', 'SNORD66', 'SNHG1']",5,"['ENSG00000238961', 'ENSG00000273587', 'ENSG00000209702', 'ENSG00000212158', 'ENSG00000255717']","{'SNORA47': ['ENSG00000238961'], 'SNORA78': ['ENSG00000273587'], 'SNORD41': ['ENSG00000209702'], 'SNORD44': [], 'SNORD66': ['ENSG00000212158'], 'SNHG1': ['ENSG00000255717']}"
368,ENSG00000274640,9,"['U4atac.1-7', 'PWAR5', 'SNORD108', 'SNORD115', 'SNORD115-11', 'SNORD116', 'SNORD116-9', 'SNORD64', 'IPW']",11,"['ENSG00000279192', 'ENSG00000239014', 'ENSG00000212411', 'ENSG00000212428', 'ENSG00000200486', 'ENSG00000212553', 'ENSG00000252985', 'ENSG00000202498', 'ENSG00000206727', 'ENSG00000207014', 'ENSG00000276610']","{'U4atac-1': [], 'PWAR5': ['ENSG00000279192'], 'SNORD108': ['ENSG00000239014'], 'SNORD115': ['ENSG00000212411', 'ENSG00000212428'], 'SNORD115-11': ['ENSG00000200486'], 'SNORD116': ['ENSG00000212553', 'ENSG00000252985', 'ENSG00000202498'], 'SNORD116-9': ['ENSG00000206727', 'ENSG00000207014'], 'SNORD64': ['ENSG00000276610'], 'IPW': []}"
369,ENSG00000275043,15,"['RNU1-4', 'RNU12', 'RNU5F-1', 'U6', 'SNORA66', 'SNORA73A', 'SNORD117', 'SNORD13', 'SNORD27', 'SNORD30', 'SNORD31', 'SNORD50A', 'SCARNA14', 'SCARNA17', 'SCARNA7']",143,"['ENSG00000207389', 'ENSG00000276027', 'ENSG00000201659', 'ENSG00000199377', 'ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226', 'ENSG00000207523', 'ENSG00000274266', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000239039', 'ENSG00000252128', 'ENSG00000275996', 'ENSG00000212611', 'ENSG00000277846', 'ENSG00000201847', 'ENSG00000252712', 'ENSG00000251992', 'ENSG00000252139', 'ENSG00000238741']","{'RNU1-4': ['ENSG00000207389'], 'RNU12': ['ENSG00000276027', 'ENSG00000201659'], 'RNU5F-1': ['ENSG00000199377'], 'U6': ['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226'], 'SNORA66': ['ENSG00000207523'], 'SNORA73A': ['ENSG00000274266'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD13': ['ENSG00000239039'], 'SNORD27': ['ENSG00000252128', 'ENSG00000275996'], 'SNORD30': ['ENSG00000212611', 'ENSG00000277846'], 'SNORD31': ['ENSG00000201847'], 'SNORD50A': [], 'SCARNA14': ['ENSG00000252712'], 'SCARNA17': ['ENSG00000251992', 'ENSG00000252139'], 'SCARNA7': ['ENSG00000238741']}"
370,ENSG00000275072,1,['SNORD50A'],0,[],{'SNORD50A': []}
371,ENSG00000275084,4,"['LINC00152', 'LINC00261', 'AFAP1-AS1', 'HNF1A-AS1']",4,"['ENSG00000222041', 'ENSG00000259974', 'ENSG00000272620', 'ENSG00000241388']","{'LINC00152': ['ENSG00000222041'], 'LINC00261': ['ENSG00000259974'], 'AFAP1-AS1': ['ENSG00000272620'], 'HNF1A-AS1': ['ENSG00000241388']}"
372,ENSG00000275127,0,[],0,[],{}
373,ENSG00000275143,2,"['U1-5', 'U1.4-5']",30,"['ENSG00000274574', 'ENSG00000277374', 'ENSG00000275987', 'ENSG00000275405', 'ENSG00000262656', 'ENSG00000274208', 'ENSG00000275205', 'ENSG00000273636', 'ENSG00000264998', 'ENSG00000264640', 'ENSG00000265059', 'ENSG00000263871', 'ENSG00000266081', 'ENSG00000265074', 'ENSG00000265838', 'ENSG00000266860', 'ENSG00000265248', 'ENSG00000264960', 'ENSG00000264704', 'ENSG00000275631', 'ENSG00000265983', 'ENSG00000264909', 'ENSG00000263971', 'ENSG00000264893', 'ENSG00000266884', 'ENSG00000264389', 'ENSG00000266689', 'ENSG00000273516', 'ENSG00000273727', 'ENSG00000206652']","{'U1': ['ENSG00000274574', 'ENSG00000277374', 'ENSG00000275987', 'ENSG00000275405', 'ENSG00000262656', 'ENSG00000274208', 'ENSG00000275205', 'ENSG00000273636', 'ENSG00000264998', 'ENSG00000264640', 'ENSG00000265059', 'ENSG00000263871', 'ENSG00000266081', 'ENSG00000265074', 'ENSG00000265838', 'ENSG00000266860', 'ENSG00000265248', 'ENSG00000264960', 'ENSG00000264704', 'ENSG00000275631', 'ENSG00000265983', 'ENSG00000264909', 'ENSG00000263971', 'ENSG00000264893', 'ENSG00000266884', 'ENSG00000264389', 'ENSG00000266689', 'ENSG00000273516', 'ENSG00000273727', 'ENSG00000206652'], 'U1-4': []}"
374,ENSG00000275524,1,['HTR2C'],1,['ENSG00000147246'],{'HTR2C': ['ENSG00000147246']}
375,ENSG00000275529,0,[],0,[],{}
376,ENSG00000275662,1,['SNORD113'],0,[],{'SNORD113': []}
377,ENSG00000275994,0,[],0,[],{}
378,ENSG00000275996,18,"['RNU11', 'RNU12', 'LINC01194', 'SCARNA10', 'SNORA70', 'SNORA75', 'SNORD117', 'SNORD13', 'SNORD20', 'SNORD22', 'SNORD25', 'SNORD30', 'SNORD31', 'SNORD43', 'SNORD47', 'SNORD79', 'SNORD94', 'SCARNA7']",61,"['ENSG00000274978', 'ENSG00000276027', 'ENSG00000201659', 'ENSG00000273954', 'ENSG00000248131', 'ENSG00000239002', 'ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042', 'ENSG00000212593', 'ENSG00000206885', 'ENSG00000212620', 'ENSG00000212580', 'ENSG00000212440', 'ENSG00000212533', 'ENSG00000212432', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000239039', 'ENSG00000207280', 'ENSG00000277194', 'ENSG00000278527', 'ENSG00000275043', 'ENSG00000212611', 'ENSG00000277846', 'ENSG00000201847', 'ENSG00000263764', 'ENSG00000251878', 'ENSG00000208772', 'ENSG00000238741']","{'RNU11': ['ENSG00000274978'], 'RNU12': ['ENSG00000276027', 'ENSG00000201659'], 'LINC01194': ['ENSG00000273954', 'ENSG00000248131'], 'SCARNA10': ['ENSG00000239002'], 'SNORA70': ['ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042'], 'SNORA75': ['ENSG00000212593', 'ENSG00000206885', 'ENSG00000212620', 'ENSG00000212580', 'ENSG00000212440', 'ENSG00000212533', 'ENSG00000212432'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD13': ['ENSG00000239039'], 'SNORD20': ['ENSG00000207280'], 'SNORD22': ['ENSG00000277194', 'ENSG00000278527'], 'SNORD25': ['ENSG00000275043'], 'SNORD30': ['ENSG00000212611', 'ENSG00000277846'], 'SNORD31': ['ENSG00000201847'], 'SNORD43': ['ENSG00000263764'], 'SNORD47': [], 'SNORD79': ['ENSG00000251878'], 'SNORD94': ['ENSG00000208772'], 'SCARNA7': ['ENSG00000238741']}"
379,ENSG00000276314,0,[],0,[],{}
380,ENSG00000276610,10,"['U1.1-53', 'PWAR5', 'SNORA35', 'SNORD108', 'SNORD109A', 'SNORD115', 'SNORD115-11', 'SNORD116', 'SNORD116-9', 'IPW']",13,"['ENSG00000279192', 'ENSG00000208839', 'ENSG00000239014', 'ENSG00000274640', 'ENSG00000239169', 'ENSG00000212411', 'ENSG00000212428', 'ENSG00000200486', 'ENSG00000212553', 'ENSG00000252985', 'ENSG00000202498', 'ENSG00000206727', 'ENSG00000207014']","{'U1-1': [], 'PWAR5': ['ENSG00000279192'], 'SNORA35': ['ENSG00000208839'], 'SNORD108': ['ENSG00000239014'], 'SNORD109A': ['ENSG00000274640', 'ENSG00000239169'], 'SNORD115': ['ENSG00000212411', 'ENSG00000212428'], 'SNORD115-11': ['ENSG00000200486'], 'SNORD116': ['ENSG00000212553', 'ENSG00000252985', 'ENSG00000202498'], 'SNORD116-9': ['ENSG00000206727', 'ENSG00000207014'], 'IPW': []}"
381,ENSG00000276788,0,[],0,[],{}
382,ENSG00000277108,0,[],0,[],{}
383,ENSG00000277184,3,"['U2.3-101', 'SNORA13', 'SCARNA23']",2,"['ENSG00000238363', 'ENSG00000251869']","{'U2-3': [], 'SNORA13': ['ENSG00000238363'], 'SCARNA23': ['ENSG00000251869']}"
384,ENSG00000277194,23,"['RNU11', 'RNU12', 'RNU2-1', 'U6', 'SNHG3', 'XIST', 'SNORA75', 'SNORD117', 'SNORD13', 'SNORD20', 'SNORD27', 'SNORD31', 'SNORD47', 'SNORD51', 'SNORD53', 'SNORD59A', 'SNORD63', 'SNORD74', 'SNORD94', 'GAS5', 'SNHG1', 'SNHG5', 'IPW']",157,"['ENSG00000274978', 'ENSG00000276027', 'ENSG00000201659', 'ENSG00000274585', 'ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226', 'ENSG00000242125', 'ENSG00000229807', 'ENSG00000212593', 'ENSG00000206885', 'ENSG00000212620', 'ENSG00000212580', 'ENSG00000212440', 'ENSG00000212533', 'ENSG00000212432', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000239039', 'ENSG00000207280', 'ENSG00000252128', 'ENSG00000275996', 'ENSG00000201847', 'ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780', 'ENSG00000265145', 'ENSG00000207031', 'ENSG00000206989', 'ENSG00000252112', 'ENSG00000251987', 'ENSG00000208772', 'ENSG00000234741', 'ENSG00000255717', 'ENSG00000203875']","{'RNU11': ['ENSG00000274978'], 'RNU12': ['ENSG00000276027', 'ENSG00000201659'], 'RNU2-1': ['ENSG00000274585'], 'U6': ['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226'], 'SNHG3': ['ENSG00000242125'], 'XIST': ['ENSG00000229807'], 'SNORA75': ['ENSG00000212593', 'ENSG00000206885', 'ENSG00000212620', 'ENSG00000212580', 'ENSG00000212440', 'ENSG00000212533', 'ENSG00000212432'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD13': ['ENSG00000239039'], 'SNORD20': ['ENSG00000207280'], 'SNORD27': ['ENSG00000252128', 'ENSG00000275996'], 'SNORD31': ['ENSG00000201847'], 'SNORD47': [], 'SNORD51': ['ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780'], 'SNORD53': ['ENSG00000265145'], 'SNORD59A': ['ENSG00000207031'], 'SNORD63': ['ENSG00000206989', 'ENSG00000252112', 'ENSG00000251987'], 'SNORD74': [], 'SNORD94': ['ENSG00000208772'], 'GAS5': ['ENSG00000234741'], 'SNHG1': ['ENSG00000255717'], 'SNHG5': ['ENSG00000203875'], 'IPW': []}"
385,ENSG00000277370,8,"['RNU11', 'RNU12', 'MIR155HG', 'SNORD46', 'SNORD48', 'SNORD50A', 'SNORD51', 'snoR1']",13,"['ENSG00000274978', 'ENSG00000276027', 'ENSG00000201659', 'ENSG00000234883', 'ENSG00000200913', 'ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823', 'ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780']","{'RNU11': ['ENSG00000274978'], 'RNU12': ['ENSG00000276027', 'ENSG00000201659'], 'MIR155HG': ['ENSG00000234883'], 'SNORD46': ['ENSG00000200913'], 'SNORD48': ['ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823'], 'SNORD50A': [], 'SNORD51': ['ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780'], 'snoR1': []}"
386,ENSG00000277512,1,['RN7SKP133'],1,['ENSG00000201715'],{'RN7SKP133': ['ENSG00000201715']}
387,ENSG00000277785,0,[],0,[],{}
