ensembl_id	snoRNAs	Expression_level	Cancer	Bladder	Brain	Breast_aggressive	Breast_normal	Cervical	Colon	Gallbladder	Gastric	Hepatocellular	Leukemia	Lung	Myeloma	Osteosarcoma	Ovarian	Prostate	Renal	Reference
ENSG00000212135	SNORD67/HBII-166	Increased	BRCA/CRC	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3832415/ https://www.sciencedirect.com/science/article/pii/S0344033819330158?via%3Dihub https://www.sciencedirect.com/science/article/pii/S0304419X20302201?via%3Dihub
ENSG00000212158	SNORD66/HBII-142	Increased	NSCLC/ccRCC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8980040/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7011154/
ENSG00000212163	SNORD91A	Increased	LGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8215672/
ENSG00000212296	SNORD72	Increased	HCC	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8677010/
ENSG00000212443	SNORA53	Increased	ccRCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8658237/
ENSG00000212498	SNORD86	Increased	CRC	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8677010/
ENSG00000212594/ENSG00000207430/ENSG00000200463	SNORD118/U8/LCC	Increased	BRCA/GC/NSCLC	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5312328/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8677010/
ENSG00000221303	SNORA79/ACA65A	Increased	OS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5695086/
ENSG00000221539	SNORD99	Increased	ccRCC/BRCA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8658237/ https://www.sciencedirect.com/science/article/pii/S0304419X20302201?via%3Dihub
ENSG00000221716	SNORA11	Increased	HCC/TNBC/Ameloblastoma/Sarcoma	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9524901/ https://www.sciencedirect.com/science/article/pii/S0304419X20302201?via%3Dihub https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8021934/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7541128/#cam43361-sup-0007
ENSG00000221740	SNORD93	Increased	ccRCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8658237/
ENSG00000223004	SNORD29/U29/RNU29	Increased	BRCA/NSCLC	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3832415/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461500/
ENSG00000225091	SNORA71A	Increased	NSCLC/BCBM/ccRCC/HCC	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098889/ https://pubmed.ncbi.nlm.nih.gov/29287594/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8658237/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7559222/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7537701/
ENSG00000226572	SNORD57	Increased	CRC	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7962485/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7962485/
ENSG00000235408	SNORA71B/RNU71B/U71b	Increased	BRCA/BCBM	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9496948/ https://pubmed.ncbi.nlm.nih.gov/29287594/
