,x,y,frel
74,ENSG00000206621,ENSG00000207245,1.0
75,ENSG00000206903,ENSG00000274998,1.0
76,ENSG00000200463,ENSG00000201457,1.0
77,ENSG00000202529,ENSG00000238862,1.0
78,ENSG00000238804,ENSG00000239128,1.0
79,ENSG00000199666,ENSG00000280959,1.0
80,ENSG00000206587,ENSG00000212447,1.0
81,ENSG00000238311,ENSG00000238804,1.0
82,ENSG00000206622,ENSG00000222370,1.0
83,ENSG00000207067,ENSG00000265706,1.0
84,ENSG00000200785,ENSG00000206941,1.0
85,ENSG00000238862,ENSG00000260859,1.0
86,ENSG00000239169,trna.id.1.31269,1.0
87,ENSG00000207500,ENSG00000212447,1.0
88,ENSG00000201950,ENSG00000202270,1.0
89,ENSG00000141448,ENSG00000212296,1.0
90,ENSG00000201634,ENSG00000202188,1.0
91,ENSG00000130844,ENSG00000200969,1.0
92,ENSG00000199311,ENSG00000200593,1.0
93,ENSG00000200564,ENSG00000272460,1.0
94,ENSG00000199631,ENSG00000265145,1.0
95,cluster_590,ENSG00000226572,1.0
96,ENSG00000202188,ENSG00000202261,1.0
97,ENSG00000202314,ENSG00000207241,1.0
98,ENSG00000220988,ENSG00000221241,1.0
99,ENSG00000263764,NR_002579,1.0
100,ENSG00000221740,ENSG00000265706,1.0
101,ENSG00000208883,ENSG00000238300,1.0
102,ENSG00000209582,ENSG00000280496,1.0
103,ENSG00000202503,ENSG00000239112,1.0
104,ENSG00000207445,ENSG00000212283,1.0
105,ENSG00000200831,ENSG00000209645,1.0
106,ENSG00000199833,ENSG00000200680,1.0
107,ENSG00000238649,ENSG00000274091,1.0
108,ENSG00000201823,ENSG00000206775,1.0
109,ENSG00000229686,ENSG00000277108,1.0
110,ENSG00000264549,ENSG00000275043,1.0
111,ENSG00000252947,ENSG00000275143,1.0
112,ENSG00000200564,ENSG00000275524,1.0
113,ENSG00000206760,ENSG00000274266,1.0
114,ENSG00000200406,ENSG00000200612,1.0
115,ENSG00000200534,ENSG00000206760,1.0
116,ENSG00000207263,ENSG00000207375,1.0
117,ENSG00000206754,ENSG00000277370,1.0
118,ENSG00000207174,ENSG00000275127,1.0
119,cluster_845,ENSG00000238793,1.0
120,ENSG00000206611,ENSG00000209645,1.0
121,ENSG00000201700,trna.id.6.82440,1.0
122,ENSG00000223224,NR_003940,1.0
123,ENSG00000200259,ENSG00000227218,1.0
124,ENSG00000212309,ENSG00000252542,1.0
125,ENSG00000198300,ENSG00000272344,1.0
126,ENSG00000206680,ENSG00000222365,1.0
127,ENSG00000206621,ENSG00000207460,1.0
128,ENSG00000201482,ENSG00000201992,0.999875
129,ENSG00000221102,ENSG00000274309,0.999875
130,ENSG00000200354,ENSG00000200792,0.999875
131,ENSG00000199704,ENSG00000200812,0.999875
132,ENSG00000200632,ENSG00000201247,0.999875
133,ENSG00000206760,ENSG00000207304,0.999625
134,cluster_165,ENSG00000212464,0.999548532731
135,ENSG00000178896,ENSG00000270141,0.999547101449
136,ENSG00000228290,ENSG00000265185,0.999546279492
137,ENSG00000165030,ENSG00000207137,0.999539806719
138,ENSG00000207093,ENSG00000251815,0.9995
139,ENSG00000159388,ENSG00000239043,0.999093792478
140,ENSG00000200320,ENSG00000209582,0.998875
141,ENSG00000209702,ENSG00000226572,0.99875
142,ENSG00000229686,ENSG00000273885,0.998628257888
143,ENSG00000231587,ENSG00000275072,0.998625
144,ENSG00000200593,ENSG00000200726,0.998375
145,ENSG00000200972,ENSG00000221303,0.998182644253
146,ENSG00000199410,ENSG00000207008,0.997727272727
147,cluster_1141,ENSG00000201229,0.997713763146
148,ENSG00000207612,ENSG00000262074,0.99725526075
149,ENSG00000206799,ENSG00000221803,0.99725
150,ENSG00000200969,ENSG00000241158,0.996799268404
151,ENSG00000272034,ENSG00000277512,0.996625
152,ENSG00000127184,ENSG00000207197,0.995011337868
153,ENSG00000222177,ENSG00000277785,0.995004541326
154,ENSG00000072274,ENSG00000200608,0.994988610478
155,ENSG00000200608,ENSG00000201247,0.993625
156,ENSG00000198252,ENSG00000212455,0.992714025501
157,ENSG00000212232,ENSG00000238363,0.990875
158,ENSG00000252010,ENSG00000283293,0.990489130435
159,ENSG00000199712,ENSG00000200638,0.988875
160,ENSG00000239002,ENSG00000263934,0.987125
161,ENSG00000238741,ENSG00000278274,0.98675
162,ENSG00000206630,ENSG00000212304,0.986345015931
163,ENSG00000202503,NR_002560,0.986301369863
164,ENSG00000141736,ENSG00000207145,0.986091794159
165,ENSG00000222489,ENSG00000238344,0.986
166,ENSG00000109971,ENSG00000207493,0.9857732905
167,ENSG00000018510,ENSG00000201368,0.985
168,ENSG00000199477,ENSG00000207445,0.98475
169,ENSG00000151150,ENSG00000200486,0.984615384615
170,ENSG00000206602,NR_003938,0.983348334833
171,ENSG00000207145,ENSG00000220988,0.982875
172,ENSG00000238886,NR_003941,0.981851179673
173,ENSG00000208797,ENSG00000212163,0.980375
174,cluster_845,ENSG00000278261,0.979647218453
175,ENSG00000202400,ENSG00000208797,0.979625
176,ENSG00000207014,ENSG00000207197,0.978625
177,ENSG00000200949,ENSG00000201907,0.978375
178,ENSG00000199477,ENSG00000207392,0.978
179,ENSG00000064547,ENSG00000270141,0.977406235879
180,ENSG00000199785,ENSG00000273587,0.977125
181,ENSG00000201700,ENSG00000283399,0.975631768953
182,ENSG00000200215,ENSG00000272344,0.974375
183,ENSG00000201113,ENSG00000239002,0.970669110907
184,ENSG00000171223,ENSG00000200530,0.968607825296
185,ENSG00000070808,ENSG00000199311,0.967287596547
186,ENSG00000200259,ENSG00000209042,0.965125
187,ENSG00000207523,ENSG00000212588,0.964375
188,ENSG00000130222,ENSG00000207197,0.960514233242
189,cluster_167,ENSG00000200422,0.960364464692
190,ENSG00000176244,ENSG00000208839,0.959342165372
191,cluster_1187,ENSG00000199453,0.958922866271
192,ENSG00000206597,ENSG00000207496,0.958375
193,ENSG00000238344,ENSG00000277370,0.95825
194,cluster_989,ENSG00000201448,0.957097215883
195,ENSG00000200151,ENSG00000212626,0.955816050496
196,ENSG00000206755,ENSG00000251898,0.954375
197,ENSG00000201754,ENSG00000277846,0.95325
198,ENSG00000201487,ENSG00000206989,0.949625
199,ENSG00000167470,ENSG00000201592,0.948625506985
200,ENSG00000201129,ENSG00000207406,0.94825
201,ENSG00000212273,ENSG00000264940,0.948125
202,ENSG00000210082,ENSG00000252213,0.94674556213
203,ENSG00000185760,ENSG00000201482,0.944419340262
204,ENSG00000201672,ENSG00000222185,0.944125
205,ENSG00000254341,NR_003944,0.943378995434
206,ENSG00000207405,ENSG00000251791,0.943
207,ENSG00000186868,ENSG00000201679,0.942254812099
208,ENSG00000278274,ENSG00000278774,0.942081447964
209,ENSG00000196275,ENSG00000277785,0.941628959276
210,ENSG00000199851,ENSG00000201368,0.93875
211,ENSG00000135919,ENSG00000202048,0.93724420191
212,ENSG00000207177,ENSG00000222985,0.935688405797
213,ENSG00000212626,ENSG00000234664,0.934963099631
214,ENSG00000200879,trna.id.6.46541,0.934782608696
215,cluster_32,ENSG00000200394,0.932692307692
216,ENSG00000251733,ENSG00000277864,0.93225
217,ENSG00000207263,ENSG00000212452,0.931125
218,cluster_989,ENSG00000207445,0.930168872661
219,ENSG00000223224,ENSG00000265236,0.928875
220,ENSG00000052344,ENSG00000275994,0.928116469518
221,ENSG00000206979,ENSG00000238649,0.927625
222,ENSG00000164949,ENSG00000254341,0.927412082958
223,ENSG00000012124,ENSG00000200612,0.926907263591
224,ENSG00000207047,ENSG00000235284,0.926851431168
225,ENSG00000207084,ENSG00000212421,0.9235
226,ENSG00000199311,ENSG00000199489,0.913375
227,ENSG00000238311,ENSG00000239079,0.912375
228,ENSG00000108244,ENSG00000199787,0.907272727273
229,ENSG00000188001,ENSG00000210825,0.906464924347
230,ENSG00000200623,ENSG00000223125,0.90625
231,ENSG00000118526,ENSG00000212135,0.903270382312
232,ENSG00000207475,ENSG00000208772,0.90125
233,ENSG00000252906,trna.id.6.75125,0.901128668172
234,ENSG00000207181,ENSG00000235408,0.8995
235,ENSG00000144713,ENSG00000278274,0.897260273973
236,ENSG00000211459,ENSG00000238741,0.897260273973
237,ENSG00000222365,trna.id.4.43060,0.89548151529
238,ENSG00000206892,ENSG00000212296,0.892873354517
239,ENSG00000200959,ENSG00000281398,0.892335766423
240,ENSG00000178035,ENSG00000278249,0.891670459718
241,ENSG00000130811,ENSG00000207217,0.89134355275
242,ENSG00000223414,ENSG00000272474,0.890373099954
243,ENSG00000200418,ENSG00000213058,0.890354868062
244,ENSG00000200422,ENSG00000254341,0.889
245,ENSG00000196104,ENSG00000202373,0.88620846609
246,ENSG00000062038,ENSG00000201448,0.885350318471
247,ENSG00000212158,ENSG00000221381,0.88475
248,ENSG00000188257,ENSG00000206688,0.883826879271
249,ENSG00000202363,ENSG00000212588,0.88375
250,cluster_1141,ENSG00000249784,0.883401920439
251,ENSG00000199453,trna.id.3.81822,0.882673942701
252,ENSG00000231367,ENSG00000238835,0.88112522686
253,ENSG00000212163,ENSG00000238942,0.87925
254,ENSG00000125846,ENSG00000201229,0.878248974008
255,ENSG00000100316,ENSG00000252481,0.875968992248
256,ENSG00000212195,ENSG00000276216,0.87556561086
257,ENSG00000200959,ENSG00000238622,0.87525
258,ENSG00000200847,ENSG00000206656,0.874026568942
259,ENSG00000187479,ENSG00000222185,0.870361887311
260,ENSG00000199179,ENSG00000201403,0.870135746606
261,ENSG00000206775,ENSG00000207031,0.8675
262,ENSG00000208892,ENSG00000272758,0.866787494336
263,ENSG00000105202,ENSG00000200394,0.864406779661
264,ENSG00000202269,ENSG00000239142,0.864375
265,ENSG00000201675,ENSG00000212304,0.864
266,ENSG00000207063,ENSG00000275529,0.862375
267,ENSG00000200983,ENSG00000207181,0.8615
268,ENSG00000201512,ENSG00000225091,0.86025
269,ENSG00000200480,ENSG00000272344,0.857875
270,ENSG00000199753,ENSG00000212452,0.857875
271,ENSG00000206903,ENSG00000252835,0.857875
272,ENSG00000276788,NR_003938,0.857335733573
273,ENSG00000135362,ENSG00000200612,0.857208029197
274,ENSG00000239183,ENSG00000249784,0.85225
275,ENSG00000207523,ENSG00000212607,0.852
276,ENSG00000179008,ENSG00000202269,0.848484848485
277,ENSG00000164970,ENSG00000199704,0.848443223443
278,ENSG00000206885,ENSG00000221514,0.848375
279,ENSG00000207177,ENSG00000222750,0.844851258581
280,ENSG00000076555,ENSG00000206785,0.843778383288
281,ENSG00000207468,trna.id.6.43049,0.841841385597
282,ENSG00000174021,ENSG00000212455,0.839511754069
283,cluster_535,ENSG00000212443,0.838461538462
284,ENSG00000207118,ENSG00000212534,0.837125
285,ENSG00000201441,ENSG00000201754,0.837124658781
286,ENSG00000196693,ENSG00000200792,0.836743974534
287,ENSG00000128606,ENSG00000221643,0.836697247706
288,ENSG00000206602,ENSG00000238650,0.832625
289,ENSG00000201448,ENSG00000238936,0.832
290,ENSG00000116194,ENSG00000207168,0.831967213115
291,ENSG00000185834,ENSG00000206680,0.831043956044
292,ENSG00000200816,ENSG00000212421,0.828875
293,ENSG00000207279,ENSG00000251896,0.827
294,ENSG00000129925,ENSG00000206633,0.825022665458
295,ENSG00000273587,ENSG00000281311,0.824977210574
296,ENSG00000238795,ENSG00000252010,0.81875
297,ENSG00000201403,ENSG00000207924,0.813880126183
298,ENSG00000200041,ENSG00000206656,0.81207133059
299,ENSG00000199787,ENSG00000221102,0.810125
300,ENSG00000264994,ENSG00000271852,0.809
301,ENSG00000206693,ENSG00000206897,0.8085
302,ENSG00000206755,ENSG00000207233,0.806
303,cluster_1101,ENSG00000221514,0.794452023647
304,ENSG00000200422,NR_003046,0.794117647059
305,ENSG00000199968,trna.id.1.49028,0.78805834093
306,ENSG00000006327,ENSG00000262074,0.785974499089
307,ENSG00000207410,trna.id.6.51952,0.781975421029
308,ENSG00000209702,ENSG00000255717,0.779683972912
309,ENSG00000078328,ENSG00000201992,0.779197080292
310,ENSG00000089101,ENSG00000264940,0.779179810726
311,ENSG00000212626,ENSG00000235001,0.778538812785
312,ENSG00000203812,ENSG00000251866,0.76814240073
313,ENSG00000207297,ENSG00000277778,0.767873303167
314,ENSG00000102119,ENSG00000207137,0.766954938553
315,cluster_206,ENSG00000207062,0.764947512551
316,ENSG00000162645,ENSG00000212195,0.764492753623
317,ENSG00000212296,ENSG00000212447,0.757125
318,ENSG00000076604,ENSG00000225091,0.754648526077
319,ENSG00000156500,ENSG00000221459,0.75125056844
320,ENSG00000206680,ENSG00000207031,0.74975
321,ENSG00000212309,NR_003684,0.74954379562
322,ENSG00000201823,ENSG00000207241,0.7425
323,ENSG00000154330,ENSG00000209042,0.742258652095
324,ENSG00000200215,ENSG00000202293,0.740375
325,ENSG00000201229,ENSG00000232973,0.740171712607
326,ENSG00000189046,ENSG00000207215,0.735611510791
327,ENSG00000278261,NR_003066,0.733242753623
328,ENSG00000212135,ENSG00000283551,0.728625
329,ENSG00000206914,ENSG00000276314,0.727438468551
330,ENSG00000159792,ENSG00000221303,0.725615314494
331,ENSG00000112655,ENSG00000202093,0.724908759124
332,ENSG00000206602,ENSG00000276788,0.72225
333,ENSG00000199072,ENSG00000276610,0.72204617474
334,ENSG00000200041,ENSG00000206727,0.721993598537
335,ENSG00000206822,ENSG00000239169,0.72038129823
336,ENSG00000122591,ENSG00000208308,0.71969006381
337,ENSG00000207297,ENSG00000252139,0.718875
338,ENSG00000211459,ENSG00000252213,0.718721461187
339,cluster_209,ENSG00000201448,0.717332123412
340,ENSG00000208308,ENSG00000212455,0.71625
341,ENSG00000196843,ENSG00000210825,0.715976331361
342,ENSG00000201331,ENSG00000201943,0.715
343,ENSG00000199293,ENSG00000201129,0.712625
344,ENSG00000221475,ENSG00000221716,0.71225
345,cluster_750,ENSG00000202252,0.712148685403
346,ENSG00000274544,NR_003939,0.711608775137
347,ENSG00000120254,ENSG00000202048,0.709854014599
348,cluster_561,ENSG00000251898,0.708751139471
349,ENSG00000206799,ENSG00000207493,0.705875
350,ENSG00000112039,ENSG00000208308,0.705244122966
351,ENSG00000264294,ENSG00000277437,0.704761904762
352,ENSG00000201403,ENSG00000208024,0.703231679563
353,ENSG00000200320,ENSG00000207008,0.702
354,ENSG00000222966,ENSG00000263934,0.699375
355,ENSG00000143153,ENSG00000200680,0.698811700183
356,ENSG00000172348,ENSG00000201634,0.697482837529
357,ENSG00000207297,ENSG00000281859,0.695165622202
358,ENSG00000202252,ENSG00000212283,0.693875
359,ENSG00000201785,ENSG00000277194,0.693125
360,ENSG00000200394,ENSG00000224505,0.692970521542
361,ENSG00000264585,ENSG00000271798,0.691235955056
362,ENSG00000110400,ENSG00000202373,0.687840290381
363,ENSG00000152154,ENSG00000201331,0.687099725526
364,ENSG00000123728,ENSG00000221475,0.68667576171
365,ENSG00000264346,ENSG00000273587,0.6865
366,cluster_815,ENSG00000201448,0.684281842818
367,ENSG00000206948,ENSG00000207116,0.682696629213
368,cluster_607,ENSG00000199666,0.681983621474
369,ENSG00000199575,ENSG00000202093,0.68025
370,ENSG00000121716,ENSG00000200496,0.679389312977
371,ENSG00000138395,ENSG00000207168,0.678571428571
372,ENSG00000164318,ENSG00000265185,0.678538812785
373,ENSG00000152377,ENSG00000274640,0.678229119124
374,ENSG00000199568,ENSG00000221040,0.678166137086
375,ENSG00000233927,ENSG00000252010,0.676887871854
376,ENSG00000207093,ENSG00000275127,0.6745
377,ENSG00000136997,ENSG00000238650,0.673285198556
378,ENSG00000175727,ENSG00000201592,0.670260557053
379,ENSG00000200394,ENSG00000201184,0.668631006346
380,ENSG00000207280,ENSG00000238862,0.668125
381,ENSG00000206602,ENSG00000271982,0.667125
382,ENSG00000207410,ENSG00000251898,0.667125
383,ENSG00000199477,ENSG00000278189,0.665600730927
384,ENSG00000221514,ENSG00000239195,0.66225
385,ENSG00000021300,ENSG00000208839,0.660649819495
386,ENSG00000207191,ENSG00000233006,0.660429027841
387,ENSG00000251733,ENSG00000277184,0.6585
388,ENSG00000207297,ENSG00000221066,0.656125
389,ENSG00000201754,ENSG00000239195,0.653875
390,ENSG00000135916,ENSG00000202373,0.653309320126
391,ENSG00000116741,ENSG00000274544,0.652569349704
392,ENSG00000207001,ENSG00000207442,0.64775
393,ENSG00000200983,ENSG00000223202,0.645102505695
394,ENSG00000206941,ENSG00000207441,0.644434429923
395,ENSG00000202400,ENSG00000271852,0.64375
396,ENSG00000232573,ENSG00000252481,0.643248175182
397,ENSG00000207112,ENSG00000252906,0.642125
398,ENSG00000129521,ENSG00000200486,0.642042863657
399,ENSG00000207344,ENSG00000207392,0.64175
400,cluster_32,ENSG00000252699,0.641483516484
401,ENSG00000187699,ENSG00000264940,0.639659803044
402,ENSG00000201331,ENSG00000261115,0.637437528396
403,ENSG00000207166,ENSG00000222452,0.634798368826
404,ENSG00000104332,ENSG00000238835,0.634711494775
405,ENSG00000061938,ENSG00000273835,0.633348687241
406,ENSG00000252542,ENSG00000265236,0.633125
407,ENSG00000113369,ENSG00000238622,0.632791327913
408,ENSG00000207051,ENSG00000249020,0.632
409,ENSG00000207062,ENSG00000281394,0.63184079602
410,ENSG00000206978,ENSG00000274640,0.630385487528
411,ENSG00000200463,ENSG00000275494,0.629177958446
412,ENSG00000201785,ENSG00000252542,0.62775
413,ENSG00000206838,ENSG00000271798,0.62175
414,ENSG00000222452,ENSG00000277184,0.6189397372
415,ENSG00000199575,ENSG00000201839,0.6185
416,ENSG00000200496,ENSG00000280959,0.617486338798
417,ENSG00000223224,ENSG00000275996,0.61675
418,ENSG00000089351,ENSG00000251791,0.611940298507
419,ENSG00000109321,ENSG00000206897,0.610555050045
420,ENSG00000201489,ENSG00000222370,0.609424558224
421,ENSG00000206630,ENSG00000265145,0.606736458807
422,ENSG00000221750,trna.id.6.84856,0.60643115942
423,ENSG00000131620,ENSG00000201643,0.605799728138
424,ENSG00000144802,ENSG00000254341,0.603116406966
425,ENSG00000101951,ENSG00000206656,0.602552415679
426,ENSG00000203852,ENSG00000221303,0.601100412655
427,ENSG00000176531,ENSG00000200816,0.6
428,ENSG00000143387,ENSG00000212443,0.599269739845
429,ENSG00000277194,trna.id.1.97544,0.597008159565
430,ENSG00000207008,ENSG00000209042,0.59675
431,ENSG00000168389,ENSG00000199666,0.596334376397
432,ENSG00000115255,ENSG00000274309,0.596153846154
433,ENSG00000207063,ENSG00000207442,0.595125
434,ENSG00000078804,ENSG00000208839,0.594693504117
435,ENSG00000181523,ENSG00000239149,0.591012256015
436,ENSG00000221164,ENSG00000252906,0.58925
437,ENSG00000150991,ENSG00000207217,0.58719346049
438,ENSG00000202444,ENSG00000221303,0.584897229669
439,ENSG00000138629,ENSG00000199363,0.584837545126
440,ENSG00000200959,ENSG00000273544,0.584625
441,ENSG00000130653,ENSG00000206597,0.583938294011
442,ENSG00000199960,ENSG00000273835,0.583
443,ENSG00000206947,ENSG00000249669,0.581768208887
444,ENSG00000200367,ENSG00000201672,0.58025
445,ENSG00000223224,NR_002750,0.579816513761
446,ENSG00000105552,ENSG00000207187,0.578390804598
447,ENSG00000167775,ENSG00000206633,0.577989995452
448,ENSG00000199833,ENSG00000201992,0.577375
449,ENSG00000221500,ENSG00000222345,0.577125
450,ENSG00000149292,ENSG00000199787,0.576888080073
451,ENSG00000238578,ENSG00000252139,0.575875
452,ENSG00000185022,ENSG00000239043,0.575536284801
453,ENSG00000199787,ENSG00000231817,0.575045207957
454,ENSG00000206587,ENSG00000221514,0.573115349682
455,cluster_547,ENSG00000238795,0.570326678766
456,ENSG00000007062,ENSG00000249784,0.569683257919
457,ENSG00000199453,trna.id.14.79298,0.566590389016
458,ENSG00000200084,ENSG00000221116,0.5665
459,ENSG00000212296,ENSG00000281859,0.566248880931
460,ENSG00000206652,ENSG00000206947,0.56547349343
461,ENSG00000012223,ENSG00000206947,0.565414214577
462,ENSG00000115758,ENSG00000266079,0.563703024748
463,ENSG00000201700,ENSG00000277778,0.56334841629
464,ENSG00000199453,ENSG00000252759,0.562841530055
465,ENSG00000100353,ENSG00000200983,0.562328139322
466,ENSG00000201675,ENSG00000209042,0.55925
467,ENSG00000238795,ENSG00000275664,0.554200542005
468,ENSG00000165030,ENSG00000212304,0.554072710538
469,ENSG00000207274,ENSG00000207410,0.553375
470,ENSG00000200812,ENSG00000201331,0.55275
471,ENSG00000206634,ENSG00000238961,0.55275
472,ENSG00000264585,ENSG00000273587,0.550561797753
473,ENSG00000232104,ENSG00000251898,0.55049594229
474,cluster_311,ENSG00000212304,0.549886104784
475,ENSG00000199782,ENSG00000277363,0.547963800905
476,cluster_393,ENSG00000209702,0.547889241943
477,ENSG00000212402,ENSG00000238917,0.547125
478,ENSG00000239128,ENSG00000252847,0.546325878594
479,ENSG00000206602,NR_002750,0.545412844037
480,ENSG00000200530,ENSG00000264994,0.544125
481,cluster_547,ENSG00000222489,0.54219600726
482,ENSG00000188681,ENSG00000206811,0.541685443894
483,ENSG00000207279,ENSG00000278249,0.5385
484,ENSG00000207739,ENSG00000208839,0.53776571687
485,ENSG00000206656,ENSG00000207174,0.536875
486,ENSG00000064666,ENSG00000201448,0.536618444846
487,ENSG00000200506,ENSG00000276314,0.535876475931
488,ENSG00000106366,ENSG00000200422,0.535339717282
489,ENSG00000110492,ENSG00000221716,0.534490634993
490,ENSG00000206885,ENSG00000206941,0.533125
491,ENSG00000154734,ENSG00000200367,0.533121597096
492,ENSG00000047634,ENSG00000221303,0.533029612756
493,ENSG00000202538,ENSG00000208308,0.532879818594
494,cluster_607,ENSG00000200496,0.532757051865
495,ENSG00000118503,ENSG00000200969,0.532426303855
496,ENSG00000206713,ENSG00000239169,0.531847133758
497,ENSG00000221420,ENSG00000278233,0.530769230769
498,ENSG00000136546,ENSG00000212135,0.528216704289
499,ENSG00000196205,ENSG00000206637,0.526315789474
500,cluster_1068,ENSG00000274544,0.525431425976
501,ENSG00000178951,ENSG00000199960,0.525022747953
502,ENSG00000200983,ENSG00000283293,0.524456521739
503,ENSG00000200084,NR_002559,0.52335600907
504,ENSG00000265145,NR_002746,0.522993688007
505,ENSG00000252481,ENSG00000260260,0.522032374101
506,cluster_686,ENSG00000264346,0.521995464853
507,ENSG00000238317,ENSG00000275084,0.52125
508,ENSG00000078328,ENSG00000200680,0.52098540146
509,ENSG00000140937,ENSG00000201672,0.520486267447
510,ENSG00000004776,ENSG00000251869,0.518800358102
511,ENSG00000274544,ENSG00000276788,0.51775
512,cluster_1210,ENSG00000206727,0.517555859553
513,cluster_672,ENSG00000199666,0.516879562044
514,ENSG00000104783,ENSG00000206903,0.516010978957
515,ENSG00000272344,ENSG00000272674,0.515746234596
516,ENSG00000199436,ENSG00000212135,0.515625
517,ENSG00000199673,ENSG00000281311,0.515041020966
518,ENSG00000199631,ENSG00000202252,0.514125
519,ENSG00000222365,ENSG00000238917,0.513
520,ENSG00000206637,ENSG00000222976,0.510696404188
521,ENSG00000110492,ENSG00000212135,0.509365006852
522,ENSG00000115107,ENSG00000222489,0.508152173913
523,ENSG00000073464,ENSG00000201992,0.506416131989
524,cluster_32,ENSG00000200816,0.505036630037
525,ENSG00000207307,ENSG00000212296,0.504731861199
526,ENSG00000197958,ENSG00000238622,0.504500450045
527,ENSG00000147202,ENSG00000201368,0.503861880963
528,ENSG00000199453,trna.id.1.56747,0.503153153153
529,ENSG00000200889,ENSG00000222966,0.501151543068
530,ENSG00000207304,ENSG00000222452,0.498414136837
531,ENSG00000201512,ENSG00000280496,0.49821587868
532,ENSG00000143847,ENSG00000199704,0.497741644083
533,ENSG00000221491,ENSG00000283691,0.497712717292
534,ENSG00000168297,ENSG00000199782,0.497523638001
535,ENSG00000206785,ENSG00000210176,0.497521406039
536,ENSG00000206897,ENSG00000249784,0.496875
537,ENSG00000177426,ENSG00000206637,0.496360327571
538,ENSG00000199785,ENSG00000212402,0.496
539,ENSG00000198838,ENSG00000200486,0.495433789954
540,cluster_983,ENSG00000199666,0.49365942029
541,ENSG00000200816,ENSG00000274309,0.493625
542,ENSG00000055483,ENSG00000200969,0.493624772313
543,ENSG00000118526,ENSG00000221716,0.49286043298
544,ENSG00000200418,ENSG00000200816,0.489625
545,ENSG00000182512,ENSG00000222966,0.48904109589
546,ENSG00000124766,ENSG00000202093,0.488807674737
547,cluster_672,ENSG00000200496,0.488138686131
